"startdate","enddate","status","ipaddress","progress","duration (in seconds)","finished","recordeddate","responseid","recipientlastname","recipientfirstname","recipientemail","externalreference","locationlatitude","locationlongitude","distributionchannel","userlanguage","q_recaptchascore","q1_2","q1_3","q1_4","q1_5","q1_7","q1_8","tas_1","tas_2","tas_3","tas_4","tas_5","tas_6","tas_7","tas_8","tas_9","tas_10","tas_11","tas_12","tas_13","tas_14","tas_15","tas_16","tas_17","tas_18","tas_19","tas_20","ias_1","ias_2","ias_3","ias_4","ias_5","ias_6","ias_7","ias_8","ias_9","ias_10","ias_11","ias_12","ias_13","ias_14","ias_15","ias_16","ias_17","ias_18","ias_19","ias_20","ias_21","iats_1","iats_2","iats_3","iats_4","iats_5","iats_6","iats_7","iats_8","iats_9","iats_10","iats_11","iats_12","iats_13","iats_14","iats_15","iats_16","iats_17","iats_18","iats_19","iats_20","iats_21","sass_1","sass_2","sass_3","sass_4","sass_5","sass_6","sass_7","sass_8","sass_9","sass_10","sss_8_1","sss_8_2","sss_8_3","sss_8_4","sss_8_5","sss_8_6","sss_8_7","sss_8_8","pcs_1","pcs_2","pcs_3","pcs_4","pcs_5","pcs_6","pcs_7","pcs_8","pcs_9","pcs_10","pcs_11","pcs_12","pcs_13","phq_9_1","phq_9_2","phq_9_3","phq_9_4","phq_9_5","phq_9_6","phq_9_7","phq_9_8","phq_9_9","gad_7_1","gad_7_2","gad_7_3","gad_7_4","gad_7_5","gad_7_6","gad_7_7","stai_1","stai_2","stai_3","stai_4","stai_5","stai_6","stai_7","stai_8","stai_9","stai_10","stai_11","stai_12","stai_13","stai_14","stai_15","stai_16","stai_17","stai_18","stai_19","stai_20","vviq_q_2_1_1","vviq_q_2_1_2","vviq_q_2_1_3","vviq_q_2_1_4","vviq_q2_2_1","vviq_q2_2_2","vviq_q2_2_3","vviq_q2_2_4","vviq_q2_3_1","vviq_q2_3_2","vviq_q2_3_3","vviq_q2_3_4","vviq_q2_4_1","vviq_q2_4_2","vviq_q2_4_3","vviq_q2_4_4","q93","time_used","age","gender","evenodd_score","tas","ias","iats","sass","sss8","pcs","phq9","gad7","stai","vviq","cohort","vviq_k","vviq_q"
"45574.74303240741","45574.76246527778","0.0","78.150.19.156","100.0","1679.0","1.0","45574.76248140046","R_8MnSwom00RJ44Pn",NA,NA,NA,NA,"50.8858","-1.24","anonymous","EN","1.0","668bf5474a2939ef58354d28","1.0","1.0","1.0","2.0","30",2,4,2,3,2,4,2,2,4,2,4,3,2,2,4,5,4,4,1,2,4,5,4,5,5,5,5,5,5,4,5,5,4,5,4,1,5,1,5,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,3,4,5,4,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,3,5,4,4,5,3,4,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,4,4,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,4,4,3,4,4,3,3,4,3,2,3,4,3,4,4,4,"CQGKCGKU",1679,30,2,-0.988082905207063,58,85,25,32,9,36,10,9,34,56,"control","3","3"
"45574.742476851854","45574.762511574074","0.0","2.121.92.23","100.0","1731.0","1.0","45574.76252740741","R_8OgUVhehuvwqvIt",NA,NA,NA,NA,"53.5701","-1.7863","anonymous","EN","1.0","63d79eee3050f200940fd28d","1.0","1.0","1.0","1.0","47",2,3,1,3,3,2,1,2,2,2,4,2,2,2,4,3,3,4,3,1,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,3,5,1,4,4,4,1,2,1,1,2,2,3,1,1,1,2,2,1,1,1,2,1,1,1,2,3,2,5,2,1,2,4,5,3,3,5,1,1,1,2,1,1,1,3,3,2,2,3,3,2,1,3,4,4,4,3,4,2,2,2,2,1,2,2,1,1,3,3,3,1,1,1,1,2,3,3,2,1,2,3,1,2,2,1,3,2,2,1,2,2,2,2,2,4,4,3,3,3,4,4,4,3,3,4,4,4,3,4,4,NA,1731,47,1,-0.943360166340186,49,89,32,32,11,38,15,13,40,58,"control","3","3"
"45574.74101851852","45574.76263888889","0.0","92.17.20.172","100.0","1868.0","1.0","45574.762655150465","R_2zasudJHfPzBB0l",NA,NA,NA,NA,"51.3249","-0.5681","anonymous","EN","1.0","660453c9877e571d12b555f7","1.0","1.0","1.0","1.0","38",4,4,5,4,1,2,2,1,4,1,3,2,2,1,5,4,2,5,2,2,4,1,5,4,5,2,4,2,1,4,5,4,4,5,5,1,4,4,2,1,2,2,1,2,4,5,2,2,1,2,1,1,3,4,5,5,2,3,1,4,2,2,1,2,4,5,3,5,2,1,1,2,1,1,2,5,2,3,4,2,3,1,1,1,1,1,1,3,1,1,1,1,1,2,2,3,4,4,1,1,2,2,4,3,3,3,1,3,3,2,2,2,3,1,4,4,2,2,2,3,4,3,2,1,3,3,4,2,4,5,4,5,5,4,5,5,3,3,3,4,4,3,4,3,3,NA,1868,38,1,-0.717580559941378,56,69,54,26,20,17,21,20,53,63,"control","3","4"
"45574.744375","45574.763078703705","0.0","81.148.232.10","100.0","1616.0","1.0","45574.763092800924","R_8ZDTG5IIAob337X",NA,NA,NA,NA,"51.3242","-2.9789","anonymous","EN","1.0","5c0873675b32d500012e3f2c","1.0","1.0","1.0","2.0","62",2,3,1,3,4,2,4,2,3,1,4,3,4,2,3,2,2,4,3,3,5,4,4,5,4,5,4,4,4,4,5,5,3,3,4,2,5,1,4,3,3,1,2,1,2,1,1,4,2,1,1,3,1,1,1,1,3,1,1,2,1,1,1,3,4,4,2,2,5,3,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,3,3,3,3,2,2,2,2,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,2,3,3,1,2,3,1,3,2,1,4,2,2,1,2,2,4,2,2,3,3,3,3,3,3,3,3,4,3,2,3,2,2,2,3,"CQGKCGKU",1616,62,2,-0.937078413370393,55,81,32,28,10,27,12,11,43,45,"control","2","2"
"45574.75612268518","45574.76398148148","0.0","77.100.2.174","100.0","679.0","1.0","45574.76399295139","R_2PtxnCMnepA3t1e",NA,NA,NA,NA,"53.8129","-1.7908","anonymous","EN","1.0","5caf6864971a7b0012dc7562","1.0","1.0","1.0","2.0","36",4,5,2,2,2,2,2,4,2,4,4,1,2,2,4,4,2,2,4,2,4,4,5,4,5,5,4,4,4,4,5,5,4,4,4,5,5,4,4,3,3,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,4,2,4,3,2,1,1,3,2,1,1,1,2,1,1,4,4,5,4,4,3,4,4,4,5,1,2,1,2,2,1,1,1,1,3,1,1,1,1,3,1,2,3,3,2,2,3,4,2,2,2,3,2,1,3,2,2,2,2,1,2,4,5,5,5,4,4,1,1,4,5,4,5,4,5,5,4,"CQGKCGKU",679,36,2,-0.983760109715088,56,89,43,26,12,45,12,11,45,65,"control","4","4"
"45574.74631944444","45574.76399305555","0.0","2.100.132.138","100.0","1526.0","1.0","45574.763997974536","R_8dQmpVZ7DZOH4SI",NA,NA,NA,NA,"54.0677","-2.8565","anonymous","EN","1.0","66b0ffaa84b2ffd67176e3d1","1.0","1.0","1.0","1.0","27",1,1,1,1,2,1,1,1,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,1,5,1,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,5,4,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,5,3,4,4,4,4,5,4,4,4,4,3,2,1,1,"CQGKCGKU",1526,27,1,-0.965373281492114,37,89,21,22,11,22,9,7,26,57,"control","3","3"
"45574.758055555554","45574.76489583333","0.0","80.5.9.78","100.0","591.0","1.0","45574.76491045139","R_8eRJCGUILms1t9Y",NA,NA,NA,NA,"51.4049","-3.3818","anonymous","EN","1.0","62d6d87d91cf24a3c1c0f10c","1.0","1.0","1.0","1.0","37",4,1,1,2,1,4,2,1,4,1,4,3,4,2,5,5,4,5,2,2,4,2,2,2,5,5,5,3,1,1,5,4,1,1,4,1,4,1,4,2,4,2,1,1,2,1,1,4,1,1,1,4,4,1,1,3,1,3,1,4,3,1,1,3,2,3,5,5,4,1,1,2,2,1,1,4,2,1,4,4,2,1,1,1,1,3,2,2,2,3,3,3,4,4,4,4,4,4,4,2,1,2,3,4,4,4,3,3,1,3,3,1,4,4,3,3,4,3,3,2,3,4,2,3,3,4,4,3,3,4,4,2,4,4,3,4,4,5,4,5,5,4,4,4,5,"CQGKCGKU",591,37,1,-0.587603572285854,57,61,41,27,19,28,29,22,62,65,"control","4","4"
"45574.740798611114","45574.7653587963","0.0","109.149.20.132","100.0","2121.0","1.0","45574.765368368055","R_27D8JmT19NXMy50",NA,NA,NA,NA,"54.7699","-1.559","anonymous","EN","1.0","5bb7b83ab791890001f4fd90","1.0","1.0","1.0","1.0","56",1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,5,3,5,1,1,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,2,5,3,5,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,1,2,4,5,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,3,1,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,3,1,2,1,1,3,1,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,NA,2121,56,1,-0.971127910922496,36,94,24,25,12,21,10,7,33,32,"control","1","1"
"45574.74260416667","45574.76641203704","0.0","87.80.123.149","100.0","2056.0","1.0","45574.76642180556","R_2Eu8miU7vmECO66",NA,NA,NA,NA,"51.5081","-0.1278","anonymous","EN","1.0","6607dc40f36e36de9ec1a62c","1.0","1.0","1.0","2.0","40",1,2,3,2,2,3,3,2,2,1,4,1,2,4,2,4,2,4,2,3,4,5,4,5,3,3,4,2,3,5,5,4,3,3,5,2,5,2,4,3,3,1,3,1,4,5,4,4,2,2,3,4,3,5,3,3,3,4,1,2,1,4,2,4,4,3,4,4,4,4,2,1,4,1,2,4,1,2,1,3,2,1,1,2,1,1,1,1,2,2,2,3,1,1,2,3,3,2,2,1,1,1,3,3,4,1,1,3,1,2,2,2,4,2,4,2,4,2,3,2,2,3,1,2,3,1,2,3,3,2,1,2,3,3,2,3,3,4,3,4,2,2,3,2,1,"CQGKCGKU",2056,40,2,-0.946815312701946,49,77,62,32,18,20,16,16,49,40,"control","2","2"
"45574.74081018518","45574.76828703703","0.0","90.209.24.142","100.0","2374.0","1.0","45574.76829817129","R_8n6GQDpqeJqQcoq",NA,NA,NA,NA,"54.6401","-1.2336","anonymous","EN","1.0","66a41543adadffb17baf40b8","1.0","1.0","1.0","1.0","47",1,1,1,1,1,1,3,2,1,1,5,1,1,1,3,4,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,3,4,2,2,5,2,2,2,4,3,4,2,5,5,2,3,5,5,4,2,2,4,2,4,5,4,5,1,3,5,1,1,4,1,4,1,1,2,1,1,1,1,2,1,5,5,4,5,4,5,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,2,1,1,1,4,1,1,2,1,1,1,5,2,1,5,3,4,4,5,5,2,4,5,1,3,3,3,"CQGKCGKU",2374,47,1,-0.983056830098813,36,103,71,32,18,37,13,7,30,55,"control","3","3"
"45574.74092592593","45574.77039351852","0.0","92.20.62.221","100.0","2545.0","1.0","45574.77040177083","R_2DMzbDd1eRfOK8d",NA,NA,NA,NA,"53.481","-2.2367","anonymous","EN","0.8999999761581421","62a0cfde037701be19a2772c","1.0","1.0","1.0","2.0","43",2,2,1,2,3,1,2,4,2,2,4,2,1,2,2,2,2,4,2,2,5,4,4,3,4,4,5,4,4,4,5,5,4,4,5,3,4,2,4,2,3,2,2,2,2,3,3,3,1,1,1,4,1,1,1,1,2,2,1,1,2,1,1,3,3,3,1,1,3,4,1,1,1,1,1,2,1,1,1,3,4,3,3,4,3,3,2,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,3,3,1,2,2,1,2,1,3,1,1,1,2,2,1,5,5,4,4,5,4,4,4,4,2,3,4,4,3,3,3,NA,2545,43,2,-0.930797026059521,44,82,37,21,11,42,9,9,34,61,"control","3","3"
"45574.746770833335","45574.77103009259","0.0","213.31.34.207","100.0","2096.0","1.0","45574.77104555556","R_8cYD1iBBWWpgIcT",NA,NA,NA,NA,"53.5972","-2.3013","anonymous","EN","1.0","5a993b151eda410001365a23","1.0","1.0","1.0","1.0","35",2,4,1,4,3,2,2,3,3,3,2,2,2,2,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,1,3,1,2,2,2,4,1,1,1,2,2,1,1,1,3,2,1,3,1,1,2,2,2,3,3,2,4,3,3,3,1,1,1,3,1,1,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,1,1,3,3,3,3,1,3,3,3,2,2,2,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,"CQGKCGKU",2096,35,1,-0.969161754186537,54,61,36,27,11,37,19,19,53,39,"control","2","1"
"45574.74113425926","45574.776030092595","0.0","213.78.132.57","100.0","3015.0","1.0","45574.776037627315","R_2TQCMN0Dmy2ldSh",NA,NA,NA,NA,"51.3873","-0.1596","anonymous","EN","0.4000000059604645","661e625fafb8104a490bce51","1.0","1.0","1.0","2.0","41",3,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,2,4,4,4,3,2,3,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,1,1,1,1,1,1,1,4,1,2,1,1,2,1,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,"CQGKCGKU",3015,41,2,-0.997883509693275,49,84,77,37,22,13,9,7,31,56,"control","3","3"
"45574.742060185185","45574.78686342593","0.0","185.240.196.45","100.0","3871.0","1.0","45574.78687927083","R_8cedeBtcjvb7E1m",NA,NA,NA,NA,"51.5245","-0.0255","anonymous","EN","1.0","614b11e399369a0d52b5fbf6","1.0","1.0","1.0","1.0","32",1,1,1,1,2,1,1,1,1,1,5,1,1,1,2,4,2,3,2,3,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,4,3,5,4,4,2,1,1,3,3,2,1,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,3,3,2,3,2,4,2,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,2,4,1,1,1,1,1,1,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,"CQGKCGKU",3871,32,1,-0.981520259396664,35,96,32,22,10,21,9,7,29,77,"control","4","4"
"45581.453831018516","45581.45894675926","0.0","146.199.65.120","100.0","441.0","1.0","45581.458953726855","R_8kLeEMpHnbLTnm8",NA,NA,NA,NA,"50.7883","0.2817","anonymous","EN","1.0","5838532eaac091000137f09e","1.0","1.0","1.0","1.0","70",1,1,1,4,5,1,1,1,1,5,5,1,1,1,3,1,3,3,4,1,2,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,3,1,4,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,2,3,1,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,441,70,1,-0.983112915096898,44,74,21,25,10,13,9,7,29,80,"control","4","4"
"45581.45332175926","45581.458958333336","0.0","90.220.145.195","100.0","486.0","1.0","45581.45898108796","R_2To60RzLyl79nJn",NA,NA,NA,NA,"52.2445","0.7186","anonymous","EN","1.0","59f8868e05d1d60001f1464d","1.0","1.0","1.0","1.0","44",2,2,1,2,3,1,1,1,1,2,4,1,1,4,3,1,1,4,2,2,3,4,4,5,5,5,4,4,4,4,4,4,5,5,4,2,4,1,3,3,4,1,1,1,1,3,2,1,1,1,1,1,1,3,1,4,4,4,1,1,1,2,2,3,3,1,2,2,4,4,3,3,3,1,1,2,1,3,2,1,4,1,2,2,1,4,1,3,3,4,3,2,4,1,1,1,1,1,1,2,1,1,3,3,3,3,1,3,1,2,3,3,2,2,2,4,3,4,2,2,3,1,3,2,1,3,4,2,3,4,2,4,4,3,4,3,4,4,3,4,4,4,4,4,2,NA,486,44,1,-0.882658819808935,39,81,36,27,14,34,10,17,51,57,"control","3","3"
"45581.45414351852","45581.45958333334","0.0","90.218.224.74","100.0","470.0","1.0","45581.45959799769","R_8wTCDPHLPRgEjER",NA,NA,NA,NA,"53.4907","-1.4254","anonymous","EN","1.0","63f9c81dc81ca7c373e0a7c0","1.0","1.0","1.0","2.0","51",2,2,2,2,3,1,2,2,2,3,4,2,2,2,2,3,3,4,2,2,4,4,3,4,3,4,3,4,4,4,4,4,3,3,4,4,3,3,4,2,3,2,3,1,2,3,2,2,1,2,2,3,1,2,1,1,2,2,1,1,1,2,2,2,3,5,3,3,4,4,4,4,2,2,1,2,3,2,4,2,2,1,2,3,1,4,4,4,3,2,3,2,5,2,2,2,2,1,2,1,1,1,3,3,3,3,1,3,3,2,2,3,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,4,4,3,3,3,5,4,4,5,4,4,4,3,3,NA,470,51,2,-0.940882786527568,47,74,37,34,18,36,14,19,42,61,"control","3","3"
"45581.45377314815","45581.45991898148","0.0","86.14.226.146","100.0","530.0","1.0","45581.459931840276","R_8CyHapVGu5dYRzd",NA,NA,NA,NA,"54.8021","-1.4376","anonymous","EN","1.0","60a96f55b7ab20ce0ac1b365","1.0","1.0","1.0","1.0","63",2,1,1,2,4,1,1,2,1,4,5,1,1,1,2,3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,4,3,4,2,3,2,2,4,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,5,2,2,4,2,4,1,3,1,2,1,4,4,2,3,3,2,4,1,4,4,4,4,3,3,1,1,3,3,3,1,1,1,1,3,1,1,1,1,1,1,3,2,3,3,1,3,2,1,1,2,1,1,1,4,1,2,1,1,1,1,5,5,3,4,5,4,4,4,3,3,4,5,4,5,5,5,"60a96f55b7ab20ce0ac1b365",530,63,1,-0.859309542407535,49,96,33,23,18,41,15,9,35,68,"control","4","4"
"45581.45429398148","45581.46019675926","0.0","37.72.157.205","100.0","509.0","1.0","45581.46021111111","R_8gzEZ7fk2x6ZQ2o",NA,NA,NA,NA,"49.4633","-2.533","anonymous","EN","1.0","669e4a1612ac21fbb85bb4cd","1.0","1.0","1.0","2.0","41",2,2,1,2,4,1,1,2,1,2,4,1,1,1,3,5,1,3,3,1,5,5,4,2,5,4,3,4,5,5,4,4,5,5,4,5,5,3,5,4,3,1,4,1,2,4,3,4,4,5,5,3,1,2,1,2,3,1,1,4,2,1,2,5,3,5,2,2,5,5,4,2,1,1,1,4,2,1,1,3,3,2,4,3,2,2,1,4,4,4,3,4,2,1,1,2,4,1,2,1,1,1,3,3,3,1,1,4,1,2,1,2,3,2,4,2,2,1,2,1,3,2,3,2,2,1,1,2,1,3,3,4,5,4,4,5,5,3,3,2,4,3,4,4,5,NA,509,41,2,-0.916409181250282,41,89,54,35,14,38,14,16,39,61,"control","3","3"
"45581.45384259259","45581.4603125","0.0","194.74.19.110","100.0","559.0","1.0","45581.46033097222","R_85NNvdsakOxa9gr",NA,NA,NA,NA,"53.4003","-2.2154","anonymous","EN","1.0","6125646031b73d8171421e7c","1.0","1.0","1.0","1.0","43",2,2,4,3,2,2,2,4,3,2,3,4,3,3,2,5,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,3,2,2,4,5,3,2,4,3,3,1,4,1,3,4,5,4,1,2,4,5,5,5,1,1,3,1,5,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,1,3,3,3,1,1,3,1,2,3,3,2,2,3,2,2,2,2,3,1,2,3,1,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,559,43,1,-0.914898992619305,59,84,65,36,23,13,15,15,44,64,"control","3","4"
"45581.45340277778","45581.46055555555","0.0","2.125.34.145","100.0","618.0","1.0","45581.46057255787","R_23CO91MjmyD2Sn7",NA,NA,NA,NA,"54.5396","-5.975","anonymous","EN","1.0","61005c19dbd2976cc4a2db0f","1.0","1.0","1.0","2.0","23",4,4,1,4,2,4,2,3,3,2,2,4,3,4,2,3,5,3,3,4,4,3,3,5,2,4,4,3,4,4,4,4,4,3,4,2,4,2,3,2,4,2,4,2,4,4,2,3,2,2,2,3,3,3,3,4,2,2,2,3,2,3,1,4,4,2,3,4,4,4,2,2,2,1,1,3,3,2,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,3,2,2,2,2,1,3,3,3,3,1,3,3,2,3,3,3,2,3,3,3,2,3,1,3,3,2,2,3,1,2,3,2,3,3,3,3,4,3,2,2,3,3,2,3,2,3,2,3,NA,618,23,2,-0.921768904470151,62,72,57,30,16,26,22,19,49,44,"control","2","2"
"45581.45334490741","45581.46071759259","0.0","94.15.16.158","100.0","637.0","1.0","45581.46072979167","R_2ka86BzLM3JRNDj",NA,NA,NA,NA,"52.2991","-0.6942","anonymous","EN","1.0","5a94ee9bf6dfdd0001ea50f1","1.0","1.0","1.0","1.0","37",4,4,4,5,3,3,3,4,5,3,2,3,4,1,1,5,5,3,5,4,4,5,2,5,5,5,2,4,4,4,5,5,2,2,4,1,3,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,4,5,3,1,2,1,1,4,2,1,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,2,2,1,2,2,2,4,3,3,1,2,2,2,2,1,5,5,5,5,3,2,2,2,3,3,4,4,2,3,2,2,NA,637,37,1,-0.956131381504653,71,70,21,26,19,14,11,7,41,52,"control","3","2"
"45581.45355324074","45581.46076388889","0.0","90.241.176.179","100.0","622.0","1.0","45581.460778043984","R_2q8wxitcgOMHPlj",NA,NA,NA,NA,"53.4159","-2.1843","anonymous","EN","1.0","5a04e1227ecfc50001be0c11","1.0","1.0","1.0","1.0","34",4,4,3,4,3,4,4,2,4,2,1,2,2,2,2,1,5,2,3,4,4,4,4,5,4,4,5,4,5,3,4,5,4,2,4,3,4,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,3,3,4,2,4,5,2,3,1,1,1,2,1,1,1,1,3,2,2,2,2,2,2,3,2,2,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,2,2,2,2,1,3,3,2,3,3,2,2,3,3,2,2,4,4,3,3,5,5,4,5,3,4,5,5,4,4,4,2,4,3,3,2,NA,622,34,1,-0.949879962302737,58,80,24,29,9,28,10,11,51,62,"control","3","4"
"45581.45328703704","45581.460868055554","0.0","81.128.190.112","100.0","654.0","1.0","45581.46087321759","R_2fwVlcEBt3JiwGW",NA,NA,NA,NA,"55.867","-4.2621","anonymous","EN","1.0","660a6b953836d16312814993","1.0","1.0","1.0","1.0","32",4,4,2,4,1,4,4,4,2,4,4,4,3,2,2,1,5,5,4,4,4,4,4,5,2,2,4,4,4,4,4,2,4,4,2,4,4,4,2,2,4,1,4,4,4,1,2,4,3,4,4,2,2,4,4,3,2,4,2,4,4,4,3,2,4,3,5,4,5,4,4,4,1,3,1,4,2,2,3,4,2,1,2,2,1,1,4,4,2,1,2,2,4,2,2,3,3,3,2,3,1,2,5,4,4,3,4,4,4,2,4,3,2,1,3,3,2,2,2,3,2,3,3,2,2,4,2,2,2,5,4,2,4,2,3,4,5,5,4,5,5,4,5,4,5,NA,654,32,1,-0.792825605490731,67,73,66,38,20,28,21,28,49,66,"control","4","4"
"45581.4540625","45581.4609375","0.0","86.22.101.101","100.0","593.0","1.0","45581.46094826389","R_8NEvkN8UbGctlKx",NA,NA,NA,NA,"51.6477","-1.197","anonymous","EN","1.0","60e47c5b396c4ca7340bc8cd","1.0","1.0","1.0","2.0","30",3,2,3,4,5,3,3,2,3,3,3,1,3,2,3,4,3,2,3,2,2,3,2,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,4,3,4,1,3,1,4,2,4,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,3,3,4,1,3,2,2,3,3,3,1,3,1,4,4,1,1,3,4,2,4,4,4,4,3,4,4,4,4,4,4,2,2,1,3,3,3,3,1,2,4,4,4,4,4,4,4,3,3,3,2,3,4,2,2,3,2,1,3,3,1,2,4,2,3,2,3,4,3,2,2,3,4,2,2,3,2,2,3,3,2,2,3,NA,593,30,2,-0.90216117435866,57,72,37,27,18,49,20,28,51,42,"control","2","2"
"45581.45407407408","45581.46111111111","0.0","82.6.221.137","100.0","608.0","1.0","45581.46112309028","R_2vZ0eWgJaEguNq3",NA,NA,NA,NA,"50.7241","-1.7891","anonymous","EN","1.0","629f6b8c65fcae219e245284","1.0","1.0","1.0","1.0","31",3,4,2,4,2,1,2,3,3,3,4,2,1,1,1,4,5,4,2,1,4,2,4,4,4,5,4,4,5,2,3,5,5,2,4,1,2,2,4,4,4,2,5,2,4,4,1,2,1,1,2,5,4,2,1,3,1,1,2,3,1,4,3,2,3,2,5,5,5,4,4,1,1,1,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,2,1,1,3,1,1,3,1,4,1,3,3,2,3,2,3,2,2,3,3,2,3,3,1,3,3,2,3,2,2,2,2,3,4,2,2,4,5,4,3,2,5,2,3,4,3,"CQGKCGKU",608,31,1,-0.805736943430843,52,74,51,34,17,14,16,14,50,50,"control","2","2"
"45581.454363425924","45581.46119212963","0.0","150.204.152.11","100.0","590.0","1.0","45581.46120637732","R_2eJYUVtyABSSnkF",NA,NA,NA,NA,"53.3933","-2.9241","anonymous","EN","1.0","53a18b8ffdf99b79ca51df6e","1.0","1.0","1.0","2.0","46",1,1,1,1,1,1,1,2,1,2,5,1,1,2,4,4,4,3,2,3,4,5,4,5,5,5,4,4,5,5,5,4,5,4,5,4,5,3,5,4,5,1,4,1,3,1,1,4,1,1,1,4,1,3,1,2,2,1,1,4,1,4,2,3,5,3,4,4,4,5,1,1,2,1,1,2,1,1,2,4,2,1,1,1,1,3,1,1,1,2,2,1,1,2,2,4,2,4,4,1,1,1,3,3,3,1,1,3,1,3,2,2,3,2,3,3,3,1,3,1,3,3,2,2,3,1,2,3,1,5,5,3,5,4,4,2,4,5,5,5,4,3,3,3,2,"CQGKCGKU",590,46,2,-0.952432376201015,41,95,42,32,14,18,21,15,46,62,"control","3","4"
